Model,scaler,cluster,AUCPR,AUCROC,best_loss,noise_percentage,scaled
LODA,,,98.48796308679054,89.32485436750099,,,Normalizer
OCSVM,,,97.25677384495664,79.38176024345452,,,Normalizer
CBLOF,,,95.07182445322634,60.25653457721294,,,Normalizer
DeepSVDD,,,94.24121174009888,68.1318654764169,,,Normalizer
DevNet,,,94.23544348421164,78.60502901595206,,,Normalizer
PCA,,,93.95815937562396,66.79707144815012,,,Normalizer
LOF,,,92.76249995997098,50.79902644274037,,,Normalizer
AE1SVM,,,89.76932532864504,65.78083354143713,,,Normalizer
HBOS,,,89.24381834917841,29.875692588793235,,,Normalizer
ALAD,,,87.33301117385726,40.469613964392856,,,Normalizer
IForest,,,83.39878335535643,29.43639634716191,,,Normalizer
AutoEncoder,,,81.18229700988763,24.310560400602395,,,Normalizer
KNN,,,77.5807654914494,12.500941781865462,,,Normalizer
ECOD,,,77.48678355851881,6.520523474816513,,,Normalizer
LUNAR,,,77.43956307227337,12.094778687639373,,,Normalizer
COPOD,,,75.74570656794938,1.4102549202964845,,,Normalizer
ourmodel,StandardScaler,175.0,96.3551879211771,82.18228645078484,2.0,3.0,
LODA,,,98.48796308679054,89.32485436750099,,,Normalizer
OCSVM,,,97.25677384495664,79.38176024345452,,,Normalizer
CBLOF,,,95.07182445322634,60.25653457721294,,,Normalizer
DeepSVDD,,,94.24121174009888,68.1318654764169,,,Normalizer
DevNet,,,94.23544348421164,78.60502901595206,,,Normalizer
PCA,,,93.95815937562396,66.79707144815012,,,Normalizer
LOF,,,92.76249995997098,50.79902644274037,,,Normalizer
AE1SVM,,,89.76932532864504,65.78083354143713,,,Normalizer
HBOS,,,89.24381834917841,29.875692588793235,,,Normalizer
ALAD,,,87.33301117385726,40.469613964392856,,,Normalizer
IForest,,,83.39878335535643,29.43639634716191,,,Normalizer
AutoEncoder,,,81.18229700988763,24.310560400602395,,,Normalizer
KNN,,,77.5807654914494,12.500941781865462,,,Normalizer
ECOD,,,77.48678355851881,6.520523474816513,,,Normalizer
LUNAR,,,77.43956307227337,12.094778687639373,,,Normalizer
COPOD,,,75.74570656794938,1.4102549202964845,,,Normalizer
ourmodel,QuantileTransformer,N/A,0.0,0.0,1000.0,3.0,
LODA,,,98.48796308679054,89.32485436750099,,,Normalizer
OCSVM,,,97.25677384495664,79.38176024345452,,,Normalizer
CBLOF,,,95.07182445322634,60.25653457721294,,,Normalizer
DeepSVDD,,,94.24121174009888,68.1318654764169,,,Normalizer
DevNet,,,94.23544348421164,78.60502901595206,,,Normalizer
PCA,,,93.95815937562396,66.79707144815012,,,Normalizer
LOF,,,92.76249995997098,50.79902644274037,,,Normalizer
AE1SVM,,,89.76932532864504,65.78083354143713,,,Normalizer
HBOS,,,89.24381834917841,29.875692588793235,,,Normalizer
ALAD,,,87.33301117385726,40.469613964392856,,,Normalizer
IForest,,,83.39878335535643,29.43639634716191,,,Normalizer
AutoEncoder,,,81.18229700988763,24.310560400602395,,,Normalizer
KNN,,,77.5807654914494,12.500941781865462,,,Normalizer
ECOD,,,77.48678355851881,6.520523474816513,,,Normalizer
LUNAR,,,77.43956307227337,12.094778687639373,,,Normalizer
COPOD,,,75.74570656794938,1.4102549202964845,,,Normalizer
